,score,description,date
3023,2,Atendeu minhas necessidades,9 de dezembro de 2021
3024,2,Bom custo-benefício,31 de janeiro de 2021
3025,2,Bom custo benefício,8 de novembro de 2021
3026,2,"O produto veio bem embalado, é muito bom, cumpre o que promete!",31 de agosto de 2021
3027,2,"É leve, tamanho normal, da pra ser usado por ambas as mãos .",16 de setembro de 2021
3028,2,ele e muito bom mas pequeno no tamanho,11 de agosto de 2020
3029,2,"Um mouse muito bom, que atendeu bem as minhas necessidades",1 de julho de 2020
3030,2,este mouse e de boa qualidade e otimo custo beneficio,28 de fevereiro de 2020
3031,2,"Prático, boa velocidade e precisão, atendeu as expectativas.",21 de setembro de 2021
3032,2,"Indico, belo design e ótima funcionalidade",19 de junho de 2021
3033,2,O produto é bem leve e tem rápida resposta,2 de março de 2022
3034,2,Gostei do produto e da rapidez na entrega!,28 de setembro de 2020
3035,2,"Produtouito bom, conforme anúncio!",28 de março de 2021
3036,2,O mouse é excelente. Ótima compra.,9 de novembro de 2021
3037,2,"Ótimo produto, chegou super rápido",4 de março de 2022
3038,2,"Ótimo mouse, prático, ergonômico, gostei bastante.",2 de maio de 2021
3039,2,Produto muito bom e atendeu as minhas necessidades,14 de setembro de 2020
3040,2,"Mouse bonito, ergonômico e de excelente qualidade!",27 de agosto de 2020
3041,2,Produto de alta qualidade e chegou antes do prazo!,18 de novembro de 2020
3042,2,Gostei muito. Vamos ver a durabilidade do produto.,30 de julho de 2021
3043,0,Produto apresentou defeito após pouco tempo de uso,24 de agosto de 2020
3044,2,Chegou muito rápido e o mouse é super confortável.,26 de janeiro de 2021
3045,2,Não deixa nada a desejarErgonômico,19 de julho de 2020
3046,2,Bom produto,14 de janeiro de 2021
3047,0,"O produto veio sem o plug on play, e não sei onde eu reclamo",12 de junho de 2020
3048,2,Excelente custo benefício.,2 de setembro de 2020
3049,2,"Produtivo muito bom, chegou antes do prazo",25 de julho de 2021
3050,2,Não tenho do que reclamar. Mouse excelente para o cotidiano.,21 de agosto de 2020
3051,2,Até agora melhor que o da concorrente M$.,8 de dezembro de 2019
3052,2,É sem dúvida um excelente produto!,24 de novembro de 2021
3053,2,Mouse muito bom!!!,8 de novembro de 2021
3054,2,Sem defeitos. Produto excelente,3 de agosto de 2020
3055,2,"Entrega prime rápida. Mouse atende as necessidades, um pouco pequeno para mim.",7 de janeiro de 2020
3056,2,Top,12 de junho de 2021
3057,2,"Perfeito, super leve.Super recomendo.Pode comprar sem medo.",7 de maio de 2020
3058,2,Para trabalhar excelente custo benefício.,23 de agosto de 2020
3059,2,Agilidade na entrega e excelente produto.,9 de março de 2021
3060,2,"Bonito, veio no dia correto, cumpriu realmente o que fala.",19 de maio de 2020
3061,2,"Gostei bastante, é bem ergonomico e responde bem.",25 de agosto de 2020
3062,2,O mouse é muito bom e tem um bom custo-benefício.,8 de junho de 2020
3063,2,Produto veio bem embalado e é de ótima qualidade.,26 de junho de 2020
3064,2,"Pratico pra usar, com uma precisão impressionante",30 de novembro de 2020
3065,2,Um bom apoio e é pq a minha mão é um pouco grande,27 de outubro de 2020
3066,2,Satisfeita com o produto.Atendeu as expectativas.,11 de agosto de 2020
3067,2,"Pro preço, o mouse atende muito bem o consumidor.",9 de março de 2021
3068,2,De maneira geral é um bom produto,18 de fevereiro de 2021
3069,2,Conforto e precisão. Vale a pena.,20 de maio de 2021
3070,2,Gostei que tem um lugar dentro do mouse pra guardar o usb,30 de junho de 2020
3071,2,"Muito bom, leve bonito e prático!",6 de junho de 2021
3072,2,compra correspondeu à expectativa,7 de fevereiro de 2021
3073,2,"Ergonômico, preciso e confortável",18 de outubro de 2021
3074,2,Muito bom.,19 de março de 2021
3075,2,"Bom produto, entrega o que promete",23 de junho de 2020
3076,2,Cumpre com o que promete.,1 de outubro de 2020
3077,2,Sem lag. Muito eficiente.,23 de abril de 2021
3078,2,"Produto de excelente qualidade, recomendo",23 de novembro de 2021
3079,2,"Ótimo produto, chegou em 4 dias após a compra. Recomendo!",28 de junho de 2020
3080,2,"Muito bom o produto, cursor rápido já vem com pilha e é muito bonito",11 de maio de 2021
3081,2,Funcional.,5 de fevereiro de 2022
3082,2,Entrega o que propoe. Muito bom,13 de julho de 2020
3083,2,Chegou muito antes do prazo.Ótimo produto.,4 de julho de 2020
3084,2,Simples é prático,29 de novembro de 2020
3085,2,Excelente produto,30 de março de 2021
3086,2,Produto excelente,3 de dezembro de 2020
3087,2,Pelo preço não tem melhor. Porém achei exageradamente pequeno,13 de abril de 2020
3088,2,Excelente qualidade e precisão. Ótimo custo benefício.,2 de agosto de 2020
3090,2,Eu gostei !!  eu usaria no computador . Mouse.,4 de abril de 2020
3091,2,Chegou em perfeito estado e ele é ótimo!,20 de novembro de 2020
3092,2,Muito bom atendeu as minhas expectativas,29 de abril de 2021
3093,2,chegou em quatro dias!! nada a reclamar.,3 de dezembro de 2020
3094,2,Produto bem legal e chegou muito rápido.,17 de outubro de 2020
3095,2,"Chegou antes do esperado, ótimo produto!",20 de junho de 2020
3096,2,"Mouse preciso e rápido, agradou bastante",5 de outubro de 2020
3097,2,Muito bom. Qualidade Logitech garantida.,11 de maio de 2021
3098,2,muito bom o mouse... tamanho certo e bem preciso,27 de fevereiro de 2021
3099,2,O melhor é funcionar bem em qualquer superfície.,25 de abril de 2021
3100,2,Já tinha um e comprei outro para outro notebook.,7 de agosto de 2020
3101,2,Mouse muito bom e com excelente custo/benefício.,11 de novembro de 2021
3102,2,Muito bom custo x beneficio. A pilha dura muito.,14 de outubro de 2020
3103,2,"Recomendo a compra do produto, é bom e acessível",2 de julho de 2021
3104,2,Excelente o mouse. Estou amando.,31 de outubro de 2020
3105,2,Uso para estudo,7 de dezembro de 2020
3106,2,Produto apresenta um bom custo benefício,15 de março de 2022
3107,2,chegou certinho no prazo e funciona super bem :),10 de setembro de 2021
3108,2,Muito bom,24 de setembro de 2020
3109,2,muito bom,15 de maio de 2021
3110,2,Muito bom,18 de fevereiro de 2021
3111,2,Muito bom,1 de março de 2021
3112,2,Confiável,12 de abril de 2021
3113,2,"Boa qualidade. Preciso e com clique suave.Pequeno, o que pode incomodar um pouco.",30 de novembro de 2019
3114,2,"Top, ideal para trabalho",26 de março de 2021
3115,2,Ótimo produto! Recomendo,26 de outubro de 2020
3116,2,Ótimo produto. Recomendo,27 de novembro de 2020
3117,2,Não o utilizo para jogos,8 de maio de 2021
3118,2,"Ótimo mouse, bem preciso e designer muito bonito",19 de outubro de 2021
3119,2,Muito bom,5 de agosto de 2021
3120,2,"PRODUTO EXCELENTE, ENTREGA SUPER RÁPIDA",14 de maio de 2021
3121,2,Parece bem preciso para trabalhos com design gráfico.,1 de agosto de 2020
3122,2,"Excelente,é o terceiro mouse que compro desse modelo.",21 de julho de 2020
3123,2,a,26 de junho de 2021
3124,2,O produto atendeu todas as minhas expectativas!,5 de outubro de 2020
3125,2,ADOREI VALE A PENA. Muito confortável e preciso,27 de fevereiro de 2021
3126,2,Ótimo custo benefício. Atendeu às expectativas.,20 de maio de 2021
3127,2,Precisão excelente. A entrega foi muito rápida.,30 de novembro de 2020
3128,2,Mouse super estiloso e material bem resistente.,1 de setembro de 2020
3129,2,"Atendeu as expectativas, confortavel e preciso.",27 de setembro de 2020
3130,2,Chegou em perfeito estado e funciona muito bem.,15 de fevereiro de 2021
3131,2,"O mouse é ótimo, amei o design!",9 de maio de 2021
3132,2,Chegou Rápido e veio com pilha.,23 de junho de 2021
3133,2,Logitech é só comprar sem erro.,22 de maio de 2021
3134,2,Bom produto atende à descrição.,18 de agosto de 2020
3135,2,"Muito bom, preciso e faz render demais a pilha!",13 de novembro de 2021
3136,2,"Vale a pena, o mouse é ótimo. Tempo de resposta muito bom",13 de junho de 2020
3137,2,Precisão,22 de março de 2021
3138,2,"Excelente,  leve, preciso otumo formato",21 de janeiro de 2021
3139,2,Muito bom de modo geral,21 de novembro de 2020
3140,2,Entrega rápida! Produto atende as expectativas.,13 de fevereiro de 2022
3141,2,Ja faz duas semanas que utilizo e não me arrependo de ter comprado.,21 de março de 2021
3142,2,Mouse lindo e de ótima precisão!,18 de junho de 2020
3143,2,"Lindo, prático.",28 de dezembro de 2020
3144,2,Lindo e pratico,19 de agosto de 2020
3145,2,"Um bom tamanho, uma boa pegada, e preciso.Ótima opção de comora",21 de abril de 2021
3146,2,"Qualidade do mouse dispensa comentarios, só alegria esse mouse e preço muito bom",10 de julho de 2019
3147,2,"Entregur antes do prazo, produto ótimo!",12 de maio de 2020
3148,2,"Gostei bastante, valeu a pena.",2 de fevereiro de 2020
3149,2,Gostei bastante,12 de janeiro de 2022
3150,2,"Leve, ergonômico e bom custo benefício",2 de março de 2022
3151,2,Leve e confortável. Excelente produto!,2 de março de 2021
3152,2,"Muito bom! Ergonômico, leve e prático!",8 de julho de 2021
3153,2,Ótimo atendeu inicialmente minhas expectativas,23 de setembro de 2021
3154,0,"Produto muito ruim, particularmente não gostei",19 de maio de 2021
3155,2,funciona muito bem e achei bem pratico de usar,17 de janeiro de 2022
3156,2,Produto bom e chegou dentro do prazo previsto.,19 de julho de 2021
3157,2,Mouse muito bom e entrega extremamente rápida!,23 de setembro de 2020
3158,2,"excelente, valeu muito a pena.",8 de abril de 2021
3159,2,Simples e atende a expectativa,11 de março de 2021
3160,2,Perfeito e super leve.,24 de abril de 2021
3161,2,Atende as expectativas,5 de outubro de 2020
3162,2,Uso profissional. Já tinha um e com certeza estou satisfeito de ter mais 1,8 de setembro de 2020
3163,2,"Leve e confortável, recomendo.",6 de outubro de 2021
3164,2,Produto muito bom!! Vale muito o dinheiro gasto depois de uns 6 meses de uso,4 de agosto de 2020
3165,2,Muito bom.,5 de maio de 2020
3166,2,Podem comprar…,9 de fevereiro de 2022
3167,2,Ótima precisao,16 de abril de 2021
3168,2,As arestas laterais são muito retas. Incomodam um pouco.,28 de abril de 2020
3169,2,Já tenho um e comprei esse para meu filho mouse excelente,29 de maio de 2020
3170,2,"Manuseio confortável, ótimo produto",23 de julho de 2020
3171,2,Muito bom. Funciona perfeitamente bem,27 de maio de 2021
3172,2,Ótimos produto e entrega sem igual!!!,7 de julho de 2020
3173,2,"Gostei muito do produto, bem prático.",6 de junho de 2021
3174,2,Um bom mouse. Atende as necessidades.,5 de outubro de 2020
3175,2,"Sem comentários, produto maravilhoso!",5 de outubro de 2020
3176,0,Aparelho veio com pilha descarregada.,18 de fevereiro de 2021
3177,2,Leve e rápido a bateria dura bastante,22 de outubro de 2021
3178,2,"sim, ótimo! comprei outro em seguida.",11 de setembro de 2020
3179,2,"Cumpre o que promete, é um bom mouse.",5 de outubro de 2020
3180,2,"Produto muito bom, entrega rápida, recomendo!",18 de março de 2022
3181,2,"Ergonômico, preciso e bom para jogos e games.",30 de maio de 2021
3182,2,"Muito bom produto, já é o segundo que compro.",13 de fevereiro de 2022
3183,2,"Muito bom, uso para o trabalho é jogos também",21 de abril de 2021
3184,2,Indico o produto. Atendeu minhas expectativas,4 de julho de 2020
3185,0,Aparelho apresentou defeito com um mês de uso,11 de agosto de 2021
3186,2,"Mouse bom, simples e funcional. Vale o preço.",7 de abril de 2021
3187,2,"Produto com ótimo custo-benefício, recomendo.",21 de agosto de 2020
3188,2,Produto de excelente qualidade. Recomendo.,29 de novembro de 2020
3189,2,Exatamente o que eu precisava,20 de janeiro de 2021
3190,2,"Excelente custo benefício, uso no Linux Mint 19.3, recomendo chegou intacto e antes do tempo previsto.",12 de junho de 2020
3191,2,"Produto de qualidade, chegou na data prevista",18 de dezembro de 2021
3192,2,Gostei muito. Atendeu as minhas expectativas.,24 de novembro de 2021
3193,2,Para uso de trabalho/estudos é um ótimo mouse,20 de dezembro de 2021
3194,1,"Simples, acabamento médio. Ok para o dia a dia",24 de novembro de 2020
3195,2,"Mouse perfeito e com um ótimo custo benefício, adorei a compra, chegou conforme o prazo.",18 de março de 2021
3196,2,"nunca tive um ""mouse"" sem fio. Este está sendo o primeiro. Até agora uma boa experiência.",12 de março de 2020
3197,2,Excelente produto. Recomendo.,24 de julho de 2021
3198,2,"um pouco menor do que o padrão, mas bem preciso.",1 de novembro de 2019
3199,2,Atualizo daqui uns meses,4 de junho de 2020
3200,2,Boa qualidade,2 de setembro de 2021
3201,2,Gostei muito!,15 de outubro de 2020
3202,2,"Leve, simples",16 de abril de 2021
3203,2,"Chegou no prazo combinado, bem embalado, e funciona muito bem.",5 de setembro de 2020
3204,2,"Leve, compacto, bonito e prático",17 de junho de 2020
3205,2,Muito bom. Excelente custo benefício,2 de outubro de 2020
3206,2,"Mouse maravilhoso, fiquei mto feliz.",27 de fevereiro de 2021
3207,2,Deseign confortável e ótima precisão,21 de outubro de 2020
3208,0,produto de ma qualidade não funciona,20 de janeiro de 2022
3209,2,Gostei! É leve e funciona muito bem!,12 de janeiro de 2022
3210,2,"ótimo mouse! confortável, leve e silencioso.",16 de setembro de 2020
3211,2,É muito bom. Bem ergonômico e muito preciso.,1 de abril de 2021
3212,2,"mouse atende bem as expectativas, recomendo.",7 de setembro de 2020
3213,2,"adorei o produto, principalmente a ergonomia",30 de novembro de 2020
3214,2,Excelente qualidade do produto gostei muito.,10 de abril de 2021
3215,2,mouse muito bom e custo beneficio excelente!,21 de junho de 2021
3216,2,O mouse é confortável apesar de ser pequeno.,7 de junho de 2021
3217,2,Excelente produto!Recomendo!,19 de janeiro de 2021
3218,2,Mouse muito bom!! Perfeito!!,24 de abril de 2020
3219,2,"Produto muito bom, recomendo",25 de julho de 2020
3220,2,my good que delícia de mouse,27 de agosto de 2021
3221,2,"Amei o produto, super leve e rápido!",8 de julho de 2021
3222,2,Excelente produto! Chegou antes do prazo e bem embalado.,27 de maio de 2020
3223,2,"Muito bom, leve e preciso",2 de agosto de 2020
3224,2,"simples, ótimo para uso no dia a dia",23 de novembro de 2021
3225,2,de acordo com o prometido. excelente,30 de agosto de 2021
3226,2,Simples e eficiente.,25 de maio de 2021
3227,2,A mídia não pôde ser carregada.,24 de janeiro de 2022
3228,2,"Esse é o segundo que compro, o último durou exatamente um ano, parou de funcionar do nada",28 de dezembro de 2020
3229,2,"Super recomendo, excelente custo x beneficio",22 de dezembro de 2021
3230,2,"atrasou um pouco, mas o produto é muito bom.",11 de agosto de 2021
3231,2,"Bom custo benefício, cumpre as expectativas.",2 de julho de 2021
3232,2,"Atendeu as expectativas, preciso e compacto.",19 de fevereiro de 2021
3233,2,Bem simples mais muito funcional vale a pena,14 de dezembro de 2021
3234,2,Ótimo Mouse para trabalho.,19 de julho de 2020
3235,0,"aparelho bom, mas é muito pequeno e, portanto, não é tão ergonômico assim.",1 de fevereiro de 2020
3236,2,Funciona bem,30 de julho de 2021
3237,2,Boa precisão,7 de maio de 2021
3238,2,Muito bom! Gostei!!!,21 de maio de 2020
3239,2,Ergonômico,6 de fevereiro de 2021
3240,2,"Ter um botão de ""On Off"" economiza em muito e usa apenas uma bateria AA.",2 de julho de 2021
3241,2,"A mídia não pôde ser carregada.
                




   muito bom!",11 de maio de 2021
3242,2,Perfeito esse mouse. Gosto muito!!!,14 de outubro de 2021
3243,2,Super leve. Funciona perfeitamente!,28 de maio de 2021
3244,2,Gostei atendeu minhas expectativas!,28 de outubro de 2020
3245,2,Excelente produto.. muito bom mesmo,29 de março de 2021
3246,2,Mouse muito bom para uso pessoal. Recomendo,12 de setembro de 2020
3247,2,As vezes da mal contato é para de funcionar,6 de junho de 2021
3248,2,Muito bom o mouseMas não é para jogos,5 de janeiro de 2021
3249,2,Esse mouse não consome quase nada de pilha.,14 de julho de 2020
3250,2,pra pessoas com mãos grandes ele e pequeno.,31 de outubro de 2020
3251,2,Atendeu as expectativas! Ele é bem preciso!,22 de maio de 2021
3252,2,"O mouse é ótimo, recomendo!",31 de julho de 2020
3253,2,Atendeu minhas expectativas,31 de janeiro de 2021
3254,2,Atendeu minhas expectativas,4 de setembro de 2020
3255,2,boa qualidade e acabamento.,29 de agosto de 2020
3256,2,ate o momento esta perfeito,14 de março de 2021
3257,2,Excelente custo x benefício,22 de janeiro de 2022
3258,2,Consome pouca pilha é leve.,28 de novembro de 2020
3259,2,Superou minhas expectativas,24 de outubro de 2021
3260,2,bom.,8 de julho de 2020
3261,2,"Mouse funciona bem, ótimo custo benefício",18 de julho de 2020
3262,2,Mouse acessível e de excelente qualidade.,2 de abril de 2020
3263,2,"Faz um barulinho na rodinha do scroll, como se precisasse de lubrificação",8 de abril de 2019
3264,2,Ótimo para o dia a dia e para jogos,19 de novembro de 2021
3265,2,Excelente e rápido!,13 de outubro de 2020
3266,2,Produto excelente! Superou as expectativas!,5 de agosto de 2021
3267,2,"Ótimo mouse, recomendo.",7 de janeiro de 2020
3268,2,"Produto de ótima qualidade, muito boa resposta e fácil instalação",31 de março de 2020
3269,2,Tem funcionado super bem!,16 de julho de 2020
3270,2,Bom custo benefício.,20 de outubro de 2019
3271,2,Ótimo. Super ergonômico e bastante preciso. Não tenho o que reclamar. Uso com meu notebook em casa.,9 de dezembro de 2020
3272,2,Bom!,5 de dezembro de 2021
3273,2,Ótimo mouse,25 de setembro de 2020
3274,2,o mouse e muito confiavel  para o dia dia mais mão recomendavel pra jogos,24 de julho de 2020
3275,2,"Compacto e funcional, prático para o meu dia a dia!",22 de junho de 2020
3276,2,"O mouse é exatamente como a foto, material muito bonito. Entrega rápida, ele é ótimo.",31 de outubro de 2019
3277,2,Recomendo,24 de julho de 2020
3278,2,"Ótimo produto, funciona muito bem!",31 de janeiro de 2021
3279,2,recomendo .... muito bom o produto,3 de junho de 2021
3280,2,testando! e gostando até o momento,21 de abril de 2021
3281,2,Excelente mouse!!! Leve e preciso.,25 de abril de 2021
3282,2,Bom produto para o preço ofertado.,14 de maio de 2021
3283,0,O mouse queimou com menos de um ano de uso,2 de abril de 2021
3284,2,Chegou antes do prazo e funciona muito bem,7 de agosto de 2020
3285,2,Atendeu totalmente às minhas necessidades!,26 de setembro de 2020
3286,2,"Bonito, ergonômico, ótimo custo/benefício.",15 de novembro de 2020
3287,2,Produto bem feito e ótimo custo benefício!,25 de setembro de 2020
3288,2,"Muito bom para uso diário, sem exuberância",30 de outubro de 2020
3289,2,De longe é o melhor de sua faixa de preço.,31 de maio de 2021
3290,2,Nada negativo a declarar. Excelente mouse.,11 de novembro de 2020
3291,2,O mouse atende as expectativas pelo preço.,5 de março de 2021
3292,2,Produto muito bom! Melhor custo-benefício.,31 de março de 2021
3293,2,Muito bom! A autonomia de energia eh ótima,3 de maio de 2021
3294,2,Produto leve e ergonômico.,10 de junho de 2020
3295,2,Mouse leve e desliza fácil,20 de fevereiro de 2021
3296,2,Está funcionando muito bem,15 de outubro de 2020
3297,2,Custo-benefício excelente.,21 de abril de 2021
3298,2,Mouse muito bom pelo preço,19 de agosto de 2020
3299,2,Excelente custo benefício.,19 de junho de 2020
3300,2,Custo beneficio muito bom!,28 de agosto de 2020
3301,2,Mouse muito bom. E já vem com pilha.,4 de setembro de 2020
3302,2,Ótimo produto. Atendeu minhas expectativa.,13 de maio de 2021
3303,2,Recomendo. Muito prático e fácil de usar.,24 de julho de 2020
3304,2,Bom,23 de abril de 2021
3305,2,Veio na cor e formato conforme a foto do site,13 de outubro de 2021
3306,2,Bom . Funcionou bem,6 de setembro de 2020
3307,2,"Produto tem um desemprenho excelente, super pratico e confortável.",17 de janeiro de 2020
3308,2,Excelente,14 de julho de 2020
3309,2,Atende ao que propõe e possui um excelente custo-benefício.,6 de maio de 2020
3310,2,Ergonômico,12 de novembro de 2020
3311,2,Muito bom!,26 de junho de 2021
3312,2,"O mouse é bom, porém é um pouco pequeno e o seu peso é relativamente leve.",19 de março de 2021
3313,2,"entrega rápida, veio tudo certitnho, o mouse é ótimo, bonito, confortável, e ágil.",16 de julho de 2019
3314,2,Qualidade Logitech. Sem erro. :-),24 de outubro de 2020
3315,2,Tamanho confortável e bem preciso,28 de agosto de 2020
3316,2,Gostei!! Até o momento tudo certo,19 de outubro de 2020
3317,2,Funciona perfeitamente ! Adorei !,31 de outubro de 2020
3318,2,"Comprei e não me arrependo, mara!",13 de maio de 2020
3319,2,Produto excelente e muito bonito!,21 de março de 2021
3320,2,"Achei perfeito, do jeito que eu esperava.",20 de outubro de 2020
3321,2,"Bom tamanho, acompanha bem os movimentos.",8 de fevereiro de 2022
3322,2,Muito bom! Atendeu todas as expectativas!,27 de agosto de 2020
3323,2,"Mouse é ótimo, adorei! Muito confortável!",21 de agosto de 2020
3324,2,"Simples de usar, muito prático, gostei mt",30 de novembro de 2020
3325,2,Chegou muito antes do previsto e é ótimo.,8 de julho de 2021
3326,2,Ótimo custo benefício e o design é lindo!,14 de julho de 2020
3327,2,Chegou super rápido e é muito confortável,27 de junho de 2020
3328,2,Eu gostei do produto e o custo benefício é ótimo. Me atende super bem e chegou rapidinho.,26 de março de 2021
3329,2,Pra trabalho é excelente.,17 de fevereiro de 2021
3330,2,Não tenho do que reclamar,17 de setembro de 2021
3331,2,"Muito bom, leve, prático,",18 de setembro de 2021
3332,2,Ótimo mouse para o preço.,19 de setembro de 2020
3333,2,sim. atendeu necessidade.,16 de abril de 2021
3334,2,Muito bom e confortável,22 de julho de 2020
3335,2,"Mouse muito bom, DPI legal e cabe certinho na mão",28 de junho de 2020
3336,2,OK,15 de maio de 2021
3337,2,"Produto conforme o anunciado, otina qualidade.",9 de abril de 2020
3338,2,ótima qualidade e custo beneficio,13 de julho de 2021
3339,2,"Excelente produto, tem uma ótima qualidade e bom preço",30 de dezembro de 2019
3340,2,Fácil instalação.,11 de junho de 2021
3341,2,"Boa qualidade de construção e funcionamento, produto excelente.",3 de dezembro de 2019
3342,2,"Maravilhoso, preço e qualidade impecavel!",28 de junho de 2021
3343,2,Excelente!!,18 de junho de 2020
3344,1,"Ele é bom porém, não tem um bom conforto na pegada.",24 de setembro de 2020
3345,2,Muito bom,16 de abril de 2021
3346,2,Marca excelente até o momento não tenho o que reclamar,8 de dezembro de 2019
3347,2,É basicão,7 de julho de 2021
3348,2,"Ótimo produto, boa durabilidade.",25 de agosto de 2020
3349,2,Excelente!!! Muito bom e pratico,22 de novembro de 2020
3350,2,devia ter comprado a mais tempo.,30 de outubro de 2020
3351,2,Excelente produto recomendo 100%,8 de fevereiro de 2021
3352,2,"bom produto, atende a descrição.",17 de junho de 2021
3353,2,Atendeu muito bem as minhas necessidades,19 de setembro de 2020
3354,2,Muito leve. Compacto. Estética perfeita.,10 de abril de 2021
3355,2,Superou minhas expectativas!! Muito bom.,17 de setembro de 2020
3356,2,funciona perfeitamente. Chegou no prazo.,17 de junho de 2021
3357,2,Com um mês de uso até o momento perfeito,22 de outubro de 2020
3358,2,atendeu muito bem as minhas necessidades,9 de abril de 2021
3359,2,Excelente mouse e ótimo custo-benefício!,18 de agosto de 2021
3360,2,"Excelente, responde rápido ao movimentos",24 de setembro de 2020
3361,2,"bateria ótima, precisão boa, bem robusto",15 de outubro de 2020
3362,2,"Achei um bom mouse, bom custo benefício.",9 de setembro de 2021
3363,2,Mouse muito bom. Atendendo expectativas.,23 de abril de 2021
3364,2,"Mouse gostoso de manuseio, valeu a pena!",29 de setembro de 2020
3365,2,Uso diariamente e atende as minhas expectativas,8 de julho de 2020
3366,2,Muito bom e vale a pena!,16 de abril de 2021
3367,2,Um ótimo custo benefício,24 de maio de 2021
3368,2,"Muito bom o produto,entrega rápida Show",6 de julho de 2020
3369,2,"Muito bom, ergonômico, rápido e preciso!",17 de março de 2022
3370,2,"Simples de usar, prático, ergonômico. Gostei!",29 de fevereiro de 2020
3371,2,Mouse bonito e funcional. Nessa faixa de preço não tem igual.,9 de fevereiro de 2020
3372,2,Produto de qualidade. Recomendo.,30 de novembro de 2021
3373,2,"Muito bom, satisfeito com a minha compra",27 de dezembro de 2021
3374,2,"Produto simples, prático!",5 de setembro de 2020
3375,2,Excelenete mouse,18 de fevereiro de 2022
3376,2,Adorei o produto,21 de maio de 2021
3377,2,Nada a reclamar!,7 de julho de 2021
3378,2,desculpe não tinha visto que o USB estava dentro,26 de junho de 2020
3379,2,Um bom custo para quem procura um mouse para utilizar em tarefas simples.,13 de novembro de 2018
3380,2,"Ergônomia, design e precisão.",5 de agosto de 2020
3381,0,Parou de  funcionar muito rapido.,18 de junho de 2020
3382,2,"Perfeito, sem problemas, ótima compra",4 de agosto de 2020
3383,2,"Mouse excelente, como todos que já tive da Logitech.",23 de agosto de 2019
3384,2,perfeito,6 de setembro de 2021
3385,2,Ergométrico e muito preciso.,12 de setembro de 2019
3386,2,"Não joguei com o mesmo, apenas para uso normal.",13 de março de 2021
3387,2,Bom e básico,9 de novembro de 2020
3388,2,"produto muito bom, vale a pena.",24 de maio de 2020
3389,2,Excelente ergonomia e precisão.,17 de março de 2021
3390,2,Básico e atende as necessidades,18 de setembro de 2020
3391,2,Um produto prático e eficiente.,10 de abril de 2021
3392,2,Recomendo. Ótimo custo benéfico,5 de março de 2022
3393,2,"Até agora, avaliação muito boa.",16 de janeiro de 2022
3394,2,"Bom, barato, durável, gasta pouca bateria.",27 de setembro de 2020
3395,2,"Atendeu a minha expectativa, muito bom!",17 de fevereiro de 2021
3396,2,Atende muito bem as minhas necessidades,31 de janeiro de 2021
3397,2,Produto me atende!Entrega rápida!,16 de agosto de 2021
3398,2,É ergonômico e funcionou perfeitamente.,7 de maio de 2021
3399,2,Bom custo benefício e boa durabilidade.,12 de novembro de 2020
3400,2,"produto muito bom, chegou super rápido.",22 de fevereiro de 2021
3401,2,Produto muito bom a um preço acessível!,30 de setembro de 2020
3402,2,bom produto em relaçao custo x beneicio,10 de dezembro de 2020
3403,2,"Ótima qualidade, chegou antes do prazo.",15 de janeiro de 2021
3404,2,"Uso no meu notebook, e é muito prático.",1 de julho de 2021
3405,2,Muito bom atendeu todas as expectativas,6 de outubro de 2020
3406,2,"Silencioso, leve, e chegou um dia antes do previsto",28 de maio de 2020
3407,2,muito agradável de usa.,14 de julho de 2021
3408,2,Atendeu às expectativas,3 de junho de 2021
3409,2,Exelente. Chegou tudo certinho.,10 de junho de 2021
3410,2,Excelente produto. Chegou antes do prazo. Recomendo,26 de maio de 2020
3411,2,Muito bom,15 de dezembro de 2019
3412,2,"Mouse muito bom, sensibilidade ótima, prático e ergonômico, vale cada centavo",21 de dezembro de 2020
3413,0,O mouse tem um ótimo custo & benefício.,25 de novembro de 2021
3414,2,Bom pelo preço.,15 de outubro de 2021
3415,2,Adorei o produto. Ótima qualidade. Os produtos da logtech são perfeitos. Recomendo demais!,13 de janeiro de 2021
3416,2,Amo este mouse! Tem todas as qualidades de ótimo produto!,14 de outubro de 2020
3417,2,"A mídia não pôde ser carregada.
                




   Eu super amei, recomendo demais.",23 de junho de 2020
3418,2,Gostei bastante design bem feito para não deixar a mão com cãibra.,25 de dezembro de 2019
3419,2,"Prático, Bonito, Funciona muito bem.",6 de dezembro de 2020
3420,2,"Resposta rápida, bem funcional",27 de maio de 2021
3421,2,Custo beneficio surpreendente.,2 de agosto de 2021
3422,2,Cumpre muito bem o seu papel... ótimo.,4 de julho de 2021
3423,2,"Excelente, entrega rápida e tudo certo",8 de julho de 2021
3424,2,Bem silencioso e a pilha dura bastante,13 de fevereiro de 2021
3425,2,"Bem leve, anatômico . Não cansa a mão.",7 de agosto de 2020
3426,2,Mouse confortável e preciso. Recomend.,1 de março de 2022
3427,2,Produto atende bem minhas necessidades,20 de dezembro de 2020
3428,2,"Compacto, com conector Wi-Fi embutido.",23 de junho de 2021
3429,2,"Muito prático, cumpre suas funcionalidades, é ergonômico",4 de março de 2020
3430,2,super prático e bonito. Já vem com a pilha e funciona muito bem! ótima compra,29 de setembro de 2019
3431,2,ótimo para home office,1 de novembro de 2020
3432,2,Atende as necessidades,8 de fevereiro de 2021
3433,2,"Ótimo, me atende 100%.",29 de dezembro de 2020
3434,2,Gostei muito do mouse!,29 de março de 2021
