,0
8317,"Já comprei 2 mouses desse, os dois apresentaram o mesmo problema, depois de de alguns meses de uso o scroll (roda de rolagem) apresenta defeito, você roda para baixo e aleatoriamente vai para cima e vice-versa, isso irrita bastante."
8318,"Produto de boa qualidade, só o entregador que tem o costume de jogar as encomendas na garagem de certa altura que pode acabar danificando os produtos por mim adquiridos.  Onde pode fazer esse tipo de reclamação?"
8319,"Ele é bom porém, não tem um bom conforto na pegada."
8320,"Mouse pequenoNão sei se é por causa da ergonomia, a precisão é muito ruim. Então pra jogos e aplicativos que precisam desenhar ou até mesmo quando vai clicar em uma opção do botão direito, muitas vezes não clico na opção q eu desejava..."
8321,Precidão baixa
8322,Estou com ele há menos de 2 meses e já está parando de funcionar.
8323,O fundo vem arranhando.  Como se tivesse sido usado antes
8324,"Fácil de conectar e usar, porém, ele é pequeno, tem que levar esse detalhe na hora da compra."
8325,"Não me atendeu adequadamente. O clique falha as vezes, tem muita latência no sinal (o que faz com o que o cursor atrase muito).O design é bom, adequado a minha mão. O material é bom e o fato de não ter borracha deixa mais higiênico."
8326,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8327,O mouse não veio com o pendrive. O DISPOSITIVO VEIO INCOMPLETO.
8328,O mouse não veio com o pendrive. O DISPOSITIVO VEIO INCOMPLETO.
8329,"Produto de boa qualidade, só o entregador que tem o costume de jogar as encomendas na garagem de certa altura que pode acabar danificando os produtos por mim adquiridos.  Onde pode fazer esse tipo de reclamação?"
8330,"Eu já tenho essa linha, e particularmente gosto bastante. Mas dessa vez a embalagem não veio lacrada com cola como comumente a gente vê nos produtos da logitech. A parte de cima só estava presa por um grampo, o mouse veio sujo, com a parte de baixo toda arranhada, evidenciando que foi usada. Eu só não devolvi porque preciso demais."
8331,"Comprei o mouse em novembro e com menos de um ano de uso está com defeito no scroll. Imaginei que pudesse ser a pilha, mas o defeito persistiu."
8332,Produto chegou riscado mas como estou precisando  não entrei com pedido de devolução. Fora isso vale o preço
8333,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8334,"Sempre gostei dos Mouses da Logitech, mas o produto apresenta marcas nas borrachinhas da parte inferior. Desconfio que não seja realmente novo.Ao iniciar o  uso, o mesmo está apresentando um barulho alto no scroll! Aqueles barulhos chatos de ""falta de lubrificação"" ou algo do tipo."
8335,"Mouse veio com arranhados no fundo, parece usado. É muito bonito e é bom para mãos pequenas, entretanto é pouco preciso"
8336,"Por vezes, deixa de responder, tem um delay muito grande"
8337,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8338,"é um mouse mediano e comum, porem pelo valor ofertado há outros um pouco melhor"
8339,Mouse bem Leve e precisoEdit: mais ou menos 4 meses depois o botão de rolagem parou de funcionar.
8340,Precidão baixa
8341,"O produto é bom de usar, gostei da simplicidade do mouse, e do tamanho.Porém, após apenas 1 ano e meio de uso regular diário, o botão esquerdo parou de funcionar.Infelizmente, vou ter que tentar outro modelo agora para ver se dura mais :("
8342,Estou com ele há menos de 2 meses e já está parando de funcionar.
8343,"O controle do botão/roda para acesso a leitura é extremamente sensitivo. Não responde eficientemente ao comando da rotação do dedo. Pra ler uma pagina ne internet preciso mudar o cursor muito vagarosamente.Não gostei do mouse, com essas caracteristica de funcionamento. Se eu soubesse que era dessa forma que ele opera não teria comprado."
8344,"Já conheço o produto, uso o mesmo modelo da marca para trabalhar. Apesar de funcionar e estar em bom estado, o produto é usado. Que desaforo, frustrante."
8345,"Quem tem mãos grandes acaba ficando muito tempo com as mãos ""em concha"" por que o mouse é estreito demais.Para uso com Word e Excel é Ok mas não recomendaria para uso com tratamento de imagens ou qualquer outro que exija segurar o mouse por um tempo prolongado.O Click falha algumas vezes, mas não chega a irritar."
8346,"Tirei a pedido de minha irmã e ela gostou, apesar do produto não apresentar um bom nível de precisão."
8347,"Mouse veio com arranhados no fundo, parece usado. É muito bonito e é bom para mãos pequenas, entretanto é pouco preciso"
8348,"Sempre gostei dos Mouses da Logitech, mas o produto apresenta marcas nas borrachinhas da parte inferior. Desconfio que não seja realmente novo.Ao iniciar o  uso, o mesmo está apresentando um barulho alto no scroll! Aqueles barulhos chatos de ""falta de lubrificação"" ou algo do tipo."
8349,"O produto veio com uma regulagem de sensor um pouco desregulada. Mas é um mouse confortável. Pra mim não faz diferença, mas aos detalhistas pode ser que atrapalhe bastante"
8350,"Tirei a pedido de minha irmã e ela gostou, apesar do produto não apresentar um bom nível de precisão."
8351,"Produto chegou antes do prazo, bem embalado, aparentemente na embalagem original, mas parece que é um produto já usado, possuindo riscos na parte inferior (fotos). De toda maneira, funciona bem e útil para tarefas do dia a dia, possui espaço para guardar o plug usb no próprio mouse, fácil instalação, já vem com a pilha (tamanho comum - AA, não é a palito - AAA).Atualização (20/jan/22): Após 8 meses da compra, o mouse começou a apresentar problemas no botão de rolagem."
8352,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8353,"Fácil de conectar e usar, porém, ele é pequeno, tem que levar esse detalhe na hora da compra."
8354,"O mouse se propõe a ser compacto e nisso é ótimo, é um mouse pequeno. É um mouse de fácil utilização e transporte. Não é um mouse para jogos, nem para quem vai usar o mouse todo dia por horas seguidas. Depois de um tempo ocorre um problema na rodinha de scroll, fica quase impossível descer e subir páginas pois o comando se inverte a todo tempo (mesmo com limpeza). O problema de scroll é comum, amigos já tiveram e até existem tutoriais na internet tentando resolver, porém o problema volta em poucos dias. É um ótimo mouse me questão de consumo de energia, usei por um pouco mais de um ano e nunca tive que trocar a pilha. Por fim, é um bom mouse para quem usa pouco, caso use por muito tempo, recomendo investir um pouco mais em um mouse melhor."
8355,"Se eu soubesse que ele era tão impreciso e dependesse tanto de ter uma superfície SUPER regular para funcionar de forma minimamente aceitável, eu teria comprado outro mouse.Achei que por se tratar de Logitech não sofreria com imprecisões, uma pena."
8356,"Produto funcionou perfeitamente, com pilha nova."
8357,"Sempre gostei dos Mouses da Logitech, mas o produto apresenta marcas nas borrachinhas da parte inferior. Desconfio que não seja realmente novo.Ao iniciar o  uso, o mesmo está apresentando um barulho alto no scroll! Aqueles barulhos chatos de ""falta de lubrificação"" ou algo do tipo."
8358,Mouse mediano p o dia dia.
8359,O alcance do mouse é muito curto. Literalmente só funciona ao lado do computador.
8360,"Comprei o mouse em novembro e com menos de um ano de uso está com defeito no scroll. Imaginei que pudesse ser a pilha, mas o defeito persistiu."
8361,"Bom custo-benefício, porém o scroll já estragou com menos de 1 ano com uso razoável."
8362,Muito bom!
8363,"Tirei a pedido de minha irmã e ela gostou, apesar do produto não apresentar um bom nível de precisão."
8364,"Caraca, que mouse ruim ! Você clica e ele dá um arrasto para o lado, poxa logitech utilizo seus produtos há anos, esse mouse é pior que o meu mouse que está com fita isolante porque caiu no chão… não gostei!"
8365,Gostei.  Recomendo
8366,"Mouse bem fraquinho, quando comprei achei que era mais proximo dos compactos que comprei algumas vezes da mesma marca.Construção bem barata, leve até demais e com um conforto de deslisar bem ruim.Eu ja tive que trocar a bateria dele, ou ja veio meio descarregada ou ele come bateria... durou 2 a 3 semanas apenas! Esperava mais de 1 ano de uso antes de ter que trocar."
8367,"Já conheço o produto, uso o mesmo modelo da marca para trabalhar. Apesar de funcionar e estar em bom estado, o produto é usado. Que desaforo, frustrante."
8368,"Mouse veio com arranhados no fundo, parece usado. É muito bonito e é bom para mãos pequenas, entretanto é pouco preciso"
8369,"Já conheço o produto, uso o mesmo modelo da marca para trabalhar. Apesar de funcionar e estar em bom estado, o produto é usado. Que desaforo, frustrante."
8370,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8371,"O controle do botão/roda para acesso a leitura é extremamente sensitivo. Não responde eficientemente ao comando da rotação do dedo. Pra ler uma pagina ne internet preciso mudar o cursor muito vagarosamente.Não gostei do mouse, com essas caracteristica de funcionamento. Se eu soubesse que era dessa forma que ele opera não teria comprado."
8372,"Achei satisfeitorio nada de mais, mas tbm não é ruim vale a pena"
8373,"Produto funcionou perfeitamente, com pilha nova."
8374,Produto chegou riscado mas como estou precisando  não entrei com pedido de devolução. Fora isso vale o preço
8375,O mouse não veio com o pendrive. O DISPOSITIVO VEIO INCOMPLETO.
8376,"Um bom custo benefício, mas para o uso do dia a dia, seu tamanho diminuto incomoda e acaba cansando a mão. Bom para quem deseja portabilidade."
8377,"Eu já tenho essa linha, e particularmente gosto bastante. Mas dessa vez a embalagem não veio lacrada com cola como comumente a gente vê nos produtos da logitech. A parte de cima só estava presa por um grampo, o mouse veio sujo, com a parte de baixo toda arranhada, evidenciando que foi usada. Eu só não devolvi porque preciso demais."
8378,O fundo vem arranhando.  Como se tivesse sido usado antes
8379,"Não recomendo, a troca de pilha é constante e começa a falhar."
8380,Muito bom!
8381,"Tirei a pedido de minha irmã e ela gostou, apesar do produto não apresentar um bom nível de precisão."
8382,"Um bom custo benefício, mas para o uso do dia a dia, seu tamanho diminuto incomoda e acaba cansando a mão. Bom para quem deseja portabilidade."
8383,"Não me atendeu adequadamente. O clique falha as vezes, tem muita latência no sinal (o que faz com o que o cursor atrase muito).O design é bom, adequado a minha mão. O material é bom e o fato de não ter borracha deixa mais higiênico."
8384,"Por vezes, deixa de responder, tem um delay muito grande"
8385,"é um mouse mediano e comum, porem pelo valor ofertado há outros um pouco melhor"
8386,"Eu já tenho essa linha, e particularmente gosto bastante. Mas dessa vez a embalagem não veio lacrada com cola como comumente a gente vê nos produtos da logitech. A parte de cima só estava presa por um grampo, o mouse veio sujo, com a parte de baixo toda arranhada, evidenciando que foi usada. Eu só não devolvi porque preciso demais."
8387,"Mouse veio com arranhados no fundo, parece usado. É muito bonito e é bom para mãos pequenas, entretanto é pouco preciso"
8388,"Mouse bem fraquinho, quando comprei achei que era mais proximo dos compactos que comprei algumas vezes da mesma marca.Construção bem barata, leve até demais e com um conforto de deslisar bem ruim.Eu ja tive que trocar a bateria dele, ou ja veio meio descarregada ou ele come bateria... durou 2 a 3 semanas apenas! Esperava mais de 1 ano de uso antes de ter que trocar."
8389,"Um bom custo benefício, mas para o uso do dia a dia, seu tamanho diminuto incomoda e acaba cansando a mão. Bom para quem deseja portabilidade."
8390,"Comprei o mouse a uns 6 meses atrás. Estava gostando dele, pois atendia as as minhas expectativas (precisão e durabilidade da bateria). Todavia, a função de rolagem estragou, mouse inutilizado em tão pouco tempo."
8391,Em poucos meses a rodinha do mouse parou de funcionar. Péssimo investimento.
8392,"A bolinha de rolar quebrou com menos de um ano. Ela não rola mais a tela com precisão. Isso é ruim, pq é uma funcionalidade que eu uso muito."
8393,"Ele é bom porém, não tem um bom conforto na pegada."
8394,A capinha do receptor Bluetooth saiu na minha mao quando puxei da porta USB
8395,Trava muito. Não aguenta muita configuração.
8396,"Se você está precisando de um mouse bem baratinho só pra quebrar um galho, é isso ai."
8397,A capinha do receptor Bluetooth saiu na minha mao quando puxei da porta USB
8398,"Não me atendeu adequadamente. O clique falha as vezes, tem muita latência no sinal (o que faz com o que o cursor atrase muito).O design é bom, adequado a minha mão. O material é bom e o fato de não ter borracha deixa mais higiênico."
8399,"O controle do botão/roda para acesso a leitura é extremamente sensitivo. Não responde eficientemente ao comando da rotação do dedo. Pra ler uma pagina ne internet preciso mudar o cursor muito vagarosamente.Não gostei do mouse, com essas caracteristica de funcionamento. Se eu soubesse que era dessa forma que ele opera não teria comprado."
8400,"Bom custo-benefício, porém o scroll já estragou com menos de 1 ano com uso razoável."
8401,Produto chegou riscado mas como estou precisando  não entrei com pedido de devolução. Fora isso vale o preço
8402,"O mouse se propõe a ser compacto e nisso é ótimo, é um mouse pequeno. É um mouse de fácil utilização e transporte. Não é um mouse para jogos, nem para quem vai usar o mouse todo dia por horas seguidas. Depois de um tempo ocorre um problema na rodinha de scroll, fica quase impossível descer e subir páginas pois o comando se inverte a todo tempo (mesmo com limpeza). O problema de scroll é comum, amigos já tiveram e até existem tutoriais na internet tentando resolver, porém o problema volta em poucos dias. É um ótimo mouse me questão de consumo de energia, usei por um pouco mais de um ano e nunca tive que trocar a pilha. Por fim, é um bom mouse para quem usa pouco, caso use por muito tempo, recomendo investir um pouco mais em um mouse melhor."
8403,"Produto chegou antes do prazo, bem embalado, aparentemente na embalagem original, mas parece que é um produto já usado, possuindo riscos na parte inferior (fotos). De toda maneira, funciona bem e útil para tarefas do dia a dia, possui espaço para guardar o plug usb no próprio mouse, fácil instalação, já vem com a pilha (tamanho comum - AA, não é a palito - AAA).Atualização (20/jan/22): Após 8 meses da compra, o mouse começou a apresentar problemas no botão de rolagem."
8404,"O mouse se propõe a ser compacto e nisso é ótimo, é um mouse pequeno. É um mouse de fácil utilização e transporte. Não é um mouse para jogos, nem para quem vai usar o mouse todo dia por horas seguidas. Depois de um tempo ocorre um problema na rodinha de scroll, fica quase impossível descer e subir páginas pois o comando se inverte a todo tempo (mesmo com limpeza). O problema de scroll é comum, amigos já tiveram e até existem tutoriais na internet tentando resolver, porém o problema volta em poucos dias. É um ótimo mouse me questão de consumo de energia, usei por um pouco mais de um ano e nunca tive que trocar a pilha. Por fim, é um bom mouse para quem usa pouco, caso use por muito tempo, recomendo investir um pouco mais em um mouse melhor."
8405,Muito bom!
8406,Para quem já usa mouse grande vai estranhar muito. achei pouco razoável para o preço. No geral não recomendo. Também achei péssima a transportadora que fez a entrega!!! Mas antes os correios !
8407,"Bom para o dia a dia, mas possui defeito de fábrica onde o scroll dá problemas ao rolar páginas e dar zoom (já adquiri 3 desses modelos e ocorreu a mesma coisa) após 1 ano de uso."
8408,"Mouse barato e de entrada. Atende o básico do básico. Bateria dura muito. Loca para guardar o conector. Achei muito leve e pequeno para minha mão. O scroll não funciona bem. Muitas vezes inverte a direção da rolagem. Tenho 3 desses e todos apresentaram esse defeito. A assistência técnica da Logitec é espetacular. Funciona muito bem, pois o primeiro que adquiri deu problema e eles me mandaram um novo. Ótimo atendimento."
8409,"Eu já tenho essa linha, e particularmente gosto bastante. Mas dessa vez a embalagem não veio lacrada com cola como comumente a gente vê nos produtos da logitech. A parte de cima só estava presa por um grampo, o mouse veio sujo, com a parte de baixo toda arranhada, evidenciando que foi usada. Eu só não devolvi porque preciso demais."
8410,Muito bom!
8411,Pelo preço não é de se esperar muita coisa. Mouse bem pequeno (mais do que eu esperava) e já chegou com marcas de uso
8412,"Comprei o mouse em novembro e com menos de um ano de uso está com defeito no scroll. Imaginei que pudesse ser a pilha, mas o defeito persistiu."
8413,"Comprei esse produto há exatamente 01 ano e até então ele funcionou perfeitamente, porém, ao completar 10 meses de uso o scroll dele parou de funcionar. Nunca caiu no chão, cheguei a trocar a pilha e mesmo assim não funciona mais.Sendo assim, para quem deseja algo durável não recomendo esse produto."
8414,"Já tinha um mouse Logitech porém com fio, ele passou de geração em geração, era da minha mãe e eu peguei devido a durabilidade. Fui dar a bobeira de comprar um sem fio para que me atendesse melhor, tive a infelicidade de não ter a mesma durabilidade, fazem apenas 8 meses e agora ele não funciona o cursor, apenas o clique e a rolagem funcionam. Vi no site que os produtos da marca tem até 2 anos de garantia, mas caso eu não tenha comprado no site da marca eu preciso resolver com a marca que me vendeu. Espero que a Amazon resolva o meu problema e passe a minha insatisfação para a fabricante."
8415,Produto chegou riscado mas como estou precisando  não entrei com pedido de devolução. Fora isso vale o preço
8416,"Produto de boa qualidade, só o entregador que tem o costume de jogar as encomendas na garagem de certa altura que pode acabar danificando os produtos por mim adquiridos.  Onde pode fazer esse tipo de reclamação?"
8417,Fragil.
8418,O fundo vem arranhando.  Como se tivesse sido usado antes
8419,Trava muito. Não aguenta muita configuração.
8420,O fundo vem arranhando.  Como se tivesse sido usado antes
8421,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8422,O fundo vem arranhando.  Como se tivesse sido usado antes
8423,"Já tinha um mouse Logitech porém com fio, ele passou de geração em geração, era da minha mãe e eu peguei devido a durabilidade. Fui dar a bobeira de comprar um sem fio para que me atendesse melhor, tive a infelicidade de não ter a mesma durabilidade, fazem apenas 8 meses e agora ele não funciona o cursor, apenas o clique e a rolagem funcionam. Vi no site que os produtos da marca tem até 2 anos de garantia, mas caso eu não tenha comprado no site da marca eu preciso resolver com a marca que me vendeu. Espero que a Amazon resolva o meu problema e passe a minha insatisfação para a fabricante."
8424,Pelo preço não é de se esperar muita coisa. Mouse bem pequeno (mais do que eu esperava) e já chegou com marcas de uso
8425,"Caraca, que mouse ruim ! Você clica e ele dá um arrasto para o lado, poxa logitech utilizo seus produtos há anos, esse mouse é pior que o meu mouse que está com fita isolante porque caiu no chão… não gostei!"
8426,"Ele é bom porém, não tem um bom conforto na pegada."
8427,"Apesar do mouse ser muito bom , forte, boa pegada, cliques bons , estou com um pouco de dificuldades de me acostumar com a movimentação dele. Já fiz diversas mudanças na configuração mas ainda continuo achando ele impreciso e se movimentando de forma estranha em alguns momentos...Vou testar um pouco mais , mas ja estou vendo de comprar outro...."
8428,"Comprei o mouse e foi enviado um produto no lugar. Solicitei a substituição o que não deixa de ser um transtorno. O produto correto foi enviado, porém, chegou com defeito! O LED não está funcionando. Meu pai, que entende do assunto, não quis solicitar a troca de novo e ele mesmo arrumou 🤷‍♀️"
8429,Em poucos meses a rodinha do mouse parou de funcionar. Péssimo investimento.
8430,Pelo preço não é de se esperar muita coisa. Mouse bem pequeno (mais do que eu esperava) e já chegou com marcas de uso
8431,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8432,"O produto veio com uma regulagem de sensor um pouco desregulada. Mas é um mouse confortável. Pra mim não faz diferença, mas aos detalhistas pode ser que atrapalhe bastante"
8433,Com dois meses de uso o meu parou de funcionar.
8434,"Particularmente, o mouse comprado sozinho não me agradou muito não. Sensibilidade ruim, alguns legs, dificuldade em me ajustar a cliques duplos, muito pequeno, aparentemente muito frágil, etc. Entretanto, comprei um kit e esse mesmo mouse fazia parte do conjunto. Para a minha surpresa, nenhum dos problemas encontrados no mouse que foi adquirido só era encontrado no kit. Até o peso parece maior. Não sei se tirei a sorte grande com a minha unidade ou se é geral para os modelos avulsos, que não fazem parte do kit."
8435,"é um mouse mediano e comum, porem pelo valor ofertado há outros um pouco melhor"
8436,"Comprei o mouse a uns 6 meses atrás. Estava gostando dele, pois atendia as as minhas expectativas (precisão e durabilidade da bateria). Todavia, a função de rolagem estragou, mouse inutilizado em tão pouco tempo."
8437,"Não gostei, ele some na mão. Nada ergonômico."
8438,"Bom custo-benefício, porém o scroll já estragou com menos de 1 ano com uso razoável."
8439,O alcance do mouse é muito curto. Literalmente só funciona ao lado do computador.
8440,"Para trabalhar com Autocad, não é muito preciso, mas no geral o desempenho é razoável levando em conta o preço do produto."
8441,O fundo vem arranhando.  Como se tivesse sido usado antes
8442,"Achei satisfeitorio nada de mais, mas tbm não é ruim vale a pena"
8443,Trava muito. Não aguenta muita configuração.
8444,Estou com ele há menos de 2 meses e já está parando de funcionar.
8445,"Em relação a entrega, zero reclamações, antes do previsto.Já o produto, tenho usado desde o dia 13/04 e o produto tem satisfeito minhas necessidades (home office/EAD). É um mouse robusto, confortável de manipular e rápido. Minha reclamação é que o mouse veio USADO. Tem várias marcas de uso nas borrachinhas embaixo dele e uma mancha pequena na parte de cima, o que denuncia que foi previamente usado. Além disso, o mouse veio ligado já dentro da caixa.Não vou pedir devolução e reembolso devido a burocracia mas deixo aqui meu alerta para quem deseja comprar o produto."
8446,"Produto funcionou perfeitamente, com pilha nova."
8447,"Em relação a entrega, zero reclamações, antes do previsto.Já o produto, tenho usado desde o dia 13/04 e o produto tem satisfeito minhas necessidades (home office/EAD). É um mouse robusto, confortável de manipular e rápido. Minha reclamação é que o mouse veio USADO. Tem várias marcas de uso nas borrachinhas embaixo dele e uma mancha pequena na parte de cima, o que denuncia que foi previamente usado. Além disso, o mouse veio ligado já dentro da caixa.Não vou pedir devolução e reembolso devido a burocracia mas deixo aqui meu alerta para quem deseja comprar o produto."
8448,Estou com ele há menos de 2 meses e já está parando de funcionar.
8449,O fundo vem arranhando.  Como se tivesse sido usado antes
8450,A capinha do receptor Bluetooth saiu na minha mao quando puxei da porta USB
8451,A capinha do receptor Bluetooth saiu na minha mao quando puxei da porta USB
8452,Para quem já usa mouse grande vai estranhar muito. achei pouco razoável para o preço. No geral não recomendo. Também achei péssima a transportadora que fez a entrega!!! Mas antes os correios !
8453,Gostei demais. Tá me servindo bastante e rápido
8454,"Já conheço o produto, uso o mesmo modelo da marca para trabalhar. Apesar de funcionar e estar em bom estado, o produto é usado. Que desaforo, frustrante."
8455,Em poucos meses a rodinha do mouse parou de funcionar. Péssimo investimento.
8456,"Particularmente, o mouse comprado sozinho não me agradou muito não. Sensibilidade ruim, alguns legs, dificuldade em me ajustar a cliques duplos, muito pequeno, aparentemente muito frágil, etc. Entretanto, comprei um kit e esse mesmo mouse fazia parte do conjunto. Para a minha surpresa, nenhum dos problemas encontrados no mouse que foi adquirido só era encontrado no kit. Até o peso parece maior. Não sei se tirei a sorte grande com a minha unidade ou se é geral para os modelos avulsos, que não fazem parte do kit."
8457,Produto chegou riscado mas como estou precisando  não entrei com pedido de devolução. Fora isso vale o preço
8458,"Já tinha um mouse Logitech porém com fio, ele passou de geração em geração, era da minha mãe e eu peguei devido a durabilidade. Fui dar a bobeira de comprar um sem fio para que me atendesse melhor, tive a infelicidade de não ter a mesma durabilidade, fazem apenas 8 meses e agora ele não funciona o cursor, apenas o clique e a rolagem funcionam. Vi no site que os produtos da marca tem até 2 anos de garantia, mas caso eu não tenha comprado no site da marca eu preciso resolver com a marca que me vendeu. Espero que a Amazon resolva o meu problema e passe a minha insatisfação para a fabricante."
8459,"Não encaixa bem na mão, cliques altos e ""secos"", porém precisão é boa pro dia dia"
8460,"Se eu soubesse que ele era tão impreciso e dependesse tanto de ter uma superfície SUPER regular para funcionar de forma minimamente aceitável, eu teria comprado outro mouse.Achei que por se tratar de Logitech não sofreria com imprecisões, uma pena."
8461,"É um produto adequado para uso diário, boa ergonomia, peso. Quero destacar que se o seu foco for uso de softwares que exigem precisão para fazer traços, linhas , desenhos como o AutoCad ou jogar jogos de tiro esse mouse não é recomendado. Ele possui uma imprecisão grande. Ao arrastá-lo horizontalmente percebe-se que ele não consegue permanecer em uma linha reta, o cursor  faz um percurso ondulado. Mas, em tempo de resposta ele não deixa a desejar."
8462,"Comprei o mouse e foi enviado um produto no lugar. Solicitei a substituição o que não deixa de ser um transtorno. O produto correto foi enviado, porém, chegou com defeito! O LED não está funcionando. Meu pai, que entende do assunto, não quis solicitar a troca de novo e ele mesmo arrumou 🤷‍♀️"
8463,"Fácil de conectar e usar, porém, ele é pequeno, tem que levar esse detalhe na hora da compra."
8464,"Particularmente, o mouse comprado sozinho não me agradou muito não. Sensibilidade ruim, alguns legs, dificuldade em me ajustar a cliques duplos, muito pequeno, aparentemente muito frágil, etc. Entretanto, comprei um kit e esse mesmo mouse fazia parte do conjunto. Para a minha surpresa, nenhum dos problemas encontrados no mouse que foi adquirido só era encontrado no kit. Até o peso parece maior. Não sei se tirei a sorte grande com a minha unidade ou se é geral para os modelos avulsos, que não fazem parte do kit."
8465,A capinha do receptor Bluetooth saiu na minha mao quando puxei da porta USB
8466,"Sempre gostei dos Mouses da Logitech, mas o produto apresenta marcas nas borrachinhas da parte inferior. Desconfio que não seja realmente novo.Ao iniciar o  uso, o mesmo está apresentando um barulho alto no scroll! Aqueles barulhos chatos de ""falta de lubrificação"" ou algo do tipo."
8467,"Comprei esse produto há exatamente 01 ano e até então ele funcionou perfeitamente, porém, ao completar 10 meses de uso o scroll dele parou de funcionar. Nunca caiu no chão, cheguei a trocar a pilha e mesmo assim não funciona mais.Sendo assim, para quem deseja algo durável não recomendo esse produto."
8468,"Já conheço o produto, uso o mesmo modelo da marca para trabalhar. Apesar de funcionar e estar em bom estado, o produto é usado. Que desaforo, frustrante."
8469,"O produto veio com uma regulagem de sensor um pouco desregulada. Mas é um mouse confortável. Pra mim não faz diferença, mas aos detalhistas pode ser que atrapalhe bastante"
8470,Estou com ele há menos de 2 meses e já está parando de funcionar.
8471,Mouse bem Leve e precisoEdit: mais ou menos 4 meses depois o botão de rolagem parou de funcionar.
8472,"O produto acabou de chegar e como informado em outras avaliações, possui marcas na borracha embaixo como se o produto já tivesse sido utilizado, como se não fosse novo."
8473,"Comprei o mouse a uns 6 meses atrás. Estava gostando dele, pois atendia as as minhas expectativas (precisão e durabilidade da bateria). Todavia, a função de rolagem estragou, mouse inutilizado em tão pouco tempo."
8474,"Comprei esse produto há exatamente 01 ano e até então ele funcionou perfeitamente, porém, ao completar 10 meses de uso o scroll dele parou de funcionar. Nunca caiu no chão, cheguei a trocar a pilha e mesmo assim não funciona mais.Sendo assim, para quem deseja algo durável não recomendo esse produto."
8475,"Produto veio com marcas de uso, embora lacrado. Um amigo já postou umas fotos nos comentários e o mesmo aconteceu comigo."
8476,bom
8477,"O mouse é muito bom, porém é o segundo que compro da marca. O primeiro parou de funcionar o scrool em 2 meses e este de agora veio com marcas de uso. Manterei o produto mas com certeza não comprarei mais desta marca."
8478,"Comprei o mouse em novembro e com menos de um ano de uso está com defeito no scroll. Imaginei que pudesse ser a pilha, mas o defeito persistiu."
8479,"É um produto adequado para uso diário, boa ergonomia, peso. Quero destacar que se o seu foco for uso de softwares que exigem precisão para fazer traços, linhas , desenhos como o AutoCad ou jogar jogos de tiro esse mouse não é recomendado. Ele possui uma imprecisão grande. Ao arrastá-lo horizontalmente percebe-se que ele não consegue permanecer em uma linha reta, o cursor  faz um percurso ondulado. Mas, em tempo de resposta ele não deixa a desejar."
8480,"Um bom custo benefício, mas para o uso do dia a dia, seu tamanho diminuto incomoda e acaba cansando a mão. Bom para quem deseja portabilidade."
8481,"Particularmente, o mouse comprado sozinho não me agradou muito não. Sensibilidade ruim, alguns legs, dificuldade em me ajustar a cliques duplos, muito pequeno, aparentemente muito frágil, etc. Entretanto, comprei um kit e esse mesmo mouse fazia parte do conjunto. Para a minha surpresa, nenhum dos problemas encontrados no mouse que foi adquirido só era encontrado no kit. Até o peso parece maior. Não sei se tirei a sorte grande com a minha unidade ou se é geral para os modelos avulsos, que não fazem parte do kit."
8482,"Já comprei 2 mouses desse, os dois apresentaram o mesmo problema, depois de de alguns meses de uso o scroll (roda de rolagem) apresenta defeito, você roda para baixo e aleatoriamente vai para cima e vice-versa, isso irrita bastante."
8483,Muito bom!
8484,"O produto entrega o que promete, porém achei q o som de clique eh ruim"
8485,"Produto chegou antes do prazo, bem embalado, aparentemente na embalagem original, mas parece que é um produto já usado, possuindo riscos na parte inferior (fotos). De toda maneira, funciona bem e útil para tarefas do dia a dia, possui espaço para guardar o plug usb no próprio mouse, fácil instalação, já vem com a pilha (tamanho comum - AA, não é a palito - AAA).Atualização (20/jan/22): Após 8 meses da compra, o mouse começou a apresentar problemas no botão de rolagem."
8486,"Achei satisfeitorio nada de mais, mas tbm não é ruim vale a pena"
8487,"Não encaixa bem na mão, cliques altos e ""secos"", porém precisão é boa pro dia dia"
8488,"Comprei esse produto há exatamente 01 ano e até então ele funcionou perfeitamente, porém, ao completar 10 meses de uso o scroll dele parou de funcionar. Nunca caiu no chão, cheguei a trocar a pilha e mesmo assim não funciona mais.Sendo assim, para quem deseja algo durável não recomendo esse produto."
8489,O alcance do mouse é muito curto. Literalmente só funciona ao lado do computador.
8490,"Tirei a pedido de minha irmã e ela gostou, apesar do produto não apresentar um bom nível de precisão."
8491,Gostei.  Recomendo
8492,Gostei.  Recomendo
8493,Para quem já usa mouse grande vai estranhar muito. achei pouco razoável para o preço. No geral não recomendo. Também achei péssima a transportadora que fez a entrega!!! Mas antes os correios !
8494,Gostei demais. Tá me servindo bastante e rápido
