,0
9568,mouse bom porém segundo compro marca primeiro parou funcionar scrool 2 meses agora veio marcas uso Manterei produto certeza comprarei desta marca 
9569,M170 mudei M280 pois achei último ergonômico macio mim além ter indicador bateria dia dia recomendo M280 uso esporádico M170 serve bem longa duração bateria botões acho tão sensíveis diferença pro M280 pra ambidestro 
9570,Produto veio marcas uso embora lacrado amigo postou umas fotos comentários aconteceu comigo 
9571,Fácil conectar usar porém pequeno levar detalhe hora compra 
9572,Trava aguenta muita configuração 
9573,Mouse pequenoNão sei causa ergonomia precisão ruim Então pra jogos aplicativos precisam desenhar vai clicar opção botão direito muitas vezes clico opção desejava ... 
9574,menos 2 meses parando funcionar 
9575,menos 2 meses parando funcionar 
9576,poucos meses rodinha mouse parou funcionar Péssimo investimento 
9577,mouse bom SCROLL ( rodinha passa página cima baixo ) funciona bem página fica agarrando meio caminho precisa girar vezes chegar topo fim página bug página específica pois continua acontecendo independente site 
9578,atendeu adequadamente clique falha vezes muita latência sinal ( faz cursor atrase ). design bom adequado mão material bom fato ter borracha deixa higiênico 
9579,fundo vem arranhando sido usado antes 
9580,Mouse bem fraquinho comprei achei proximo compactos comprei algumas vezes mesma marca Construção bem barata leve demais conforto deslisar bem ruim ja trocar bateria ja veio meio descarregada come bateria ... durou 2 3 semanas apenas Esperava 1 ano uso antes ter trocar 
9581,Mouse pequenoNão sei causa ergonomia precisão ruim Então pra jogos aplicativos precisam desenhar vai clicar opção botão direito muitas vezes clico opção desejava ... 
9582,capinha receptor Bluetooth saiu mao puxei porta USB 
9583,Gostei Recomendo 
9584,Comprei mouse uns 6 meses atrás gostando pois atendia expectativas ( precisão durabilidade bateria ). Todavia função rolagem estragou mouse inutilizado tão pouco tempo 
9585,Gostei Recomendo 
9586,controle botão / roda acesso leitura extremamente sensitivo responde eficientemente comando rotação dedo Pra ler pagina ne internet preciso mudar cursor vagarosamente gostei mouse caracteristica funcionamento soubesse dessa forma opera comprado 
9587,Comprei mouse enviado produto lugar Solicitei substituição deixa ser transtorno produto correto enviado porém chegou defeito LED funcionando pai entende assunto quis solicitar troca novo arrumou 🤷‍♀️ 
9588,bolinha rolar quebrou menos ano rola tela precisão ruim pq funcionalidade uso 
9589,Mouse pequenoNão sei causa ergonomia precisão ruim Então pra jogos aplicativos precisam desenhar vai clicar opção botão direito muitas vezes clico opção desejava ... 
9590,Particularmente mouse comprado sozinho agradou Sensibilidade ruim alguns legs dificuldade ajustar cliques duplos pequeno aparentemente frágil etc Entretanto comprei kit mouse fazia parte conjunto surpresa nenhum problemas encontrados mouse adquirido encontrado kit peso parece maior sei tirei sorte grande unidade geral modelos avulsos fazem parte kit 
9591,"Sempre gostei Mouses Logitech produto apresenta marcas borrachinhas parte inferior Desconfio realmente novo iniciar uso apresentando barulho alto scroll barulhos chatos "" falta lubrificação "" algo tipo "
9592,linha particularmente gosto bastante dessa vez embalagem veio lacrada cola comumente gente vê produtos logitech parte cima presa grampo mouse veio sujo parte baixo toda arranhada evidenciando usada devolvi porque preciso demais 
9593,conheço produto uso modelo marca trabalhar Apesar funcionar estar bom estado produto usado desaforo frustrante 
9594,Trava aguenta muita configuração 
9595,capinha receptor Bluetooth saiu mao puxei porta USB 
9596,vezes deixa responder delay grande 
9597,mouse Logitech porém fio passou geração geração mãe peguei devido durabilidade dar bobeira comprar fio atendesse melhor infelicidade ter mesma durabilidade fazem apenas 8 meses agora funciona cursor apenas clique rolagem funcionam Vi site produtos marca 2 anos garantia caso comprado site marca preciso resolver marca vendeu Espero Amazon resolva problema passe insatisfação fabricante 
9598,dois meses uso parou funcionar 
9599,Mouse bem Leve precisoEdit menos 4 meses botão rolagem parou funcionar 
9600,bom 
9601,mouse mediano comum porem valor ofertado outros pouco melhor 
9602,Comprei mouse enviado produto lugar Solicitei substituição deixa ser transtorno produto correto enviado porém chegou defeito LED funcionando pai entende assunto quis solicitar troca novo arrumou 🤷‍♀️ 
9603,Produto boa qualidade entregador costume jogar encomendas garagem certa altura pode acabar danificando produtos mim adquiridos Onde pode fazer tipo reclamação ? 
9604,bom porém bom conforto pegada 
9605,produto veio regulagem sensor pouco desregulada mouse confortável Pra mim faz diferença detalhistas pode ser atrapalhe bastante 
9606,Precidão baixa 
9607,Mouse mediano dia dia 
9608,recomendo troca pilha constante começa falhar 
9609,mouse Logitech porém fio passou geração geração mãe peguei devido durabilidade dar bobeira comprar fio atendesse melhor infelicidade ter mesma durabilidade fazem apenas 8 meses agora funciona cursor apenas clique rolagem funcionam Vi site produtos marca 2 anos garantia caso comprado site marca preciso resolver marca vendeu Espero Amazon resolva problema passe insatisfação fabricante 
9610,Mouse barato entrada Atende básico básico Bateria dura Loca guardar conector Achei leve pequeno mão scroll funciona bem Muitas vezes inverte direção rolagem 3 desses todos apresentaram defeito assistência técnica Logitec espetacular Funciona bem pois primeiro adquiri deu problema mandaram novo Ótimo atendimento 
9611,Bom custo - benefício porém scroll estragou menos 1 ano uso razoável 
9612,alcance mouse curto Literalmente funciona lado computador 
9613,Produto veio marcas uso embora lacrado amigo postou umas fotos comentários aconteceu comigo 
9614,Particularmente mouse comprado sozinho agradou Sensibilidade ruim alguns legs dificuldade ajustar cliques duplos pequeno aparentemente frágil etc Entretanto comprei kit mouse fazia parte conjunto surpresa nenhum problemas encontrados mouse adquirido encontrado kit peso parece maior sei tirei sorte grande unidade geral modelos avulsos fazem parte kit 
9615,Produto funcionou perfeitamente pilha nova 
9616,dois meses uso parou funcionar 
9617,produto veio regulagem sensor pouco desregulada mouse confortável Pra mim faz diferença detalhistas pode ser atrapalhe bastante 
9618,Particularmente mouse comprado sozinho agradou Sensibilidade ruim alguns legs dificuldade ajustar cliques duplos pequeno aparentemente frágil etc Entretanto comprei kit mouse fazia parte conjunto surpresa nenhum problemas encontrados mouse adquirido encontrado kit peso parece maior sei tirei sorte grande unidade geral modelos avulsos fazem parte kit 
9619,menos 2 meses parando funcionar 
9620,recomendo troca pilha constante começa falhar 
9621,produto adequado uso diário boa ergonomia peso Quero destacar foco uso softwares exigem precisão fazer traços linhas desenhos AutoCad jogar jogos tiro mouse recomendado possui imprecisão grande arrastá - lo horizontalmente percebe - consegue permanecer linha reta cursor faz percurso ondulado tempo resposta deixa desejar 
9622,bom custo benefício uso dia dia tamanho diminuto incomoda acaba cansando mão Bom deseja portabilidade 
9623,Fragil 
9624,poucos meses rodinha mouse parou funcionar Péssimo investimento 
9625,Particularmente mouse comprado sozinho agradou Sensibilidade ruim alguns legs dificuldade ajustar cliques duplos pequeno aparentemente frágil etc Entretanto comprei kit mouse fazia parte conjunto surpresa nenhum problemas encontrados mouse adquirido encontrado kit peso parece maior sei tirei sorte grande unidade geral modelos avulsos fazem parte kit 
9626,Produto chegou antes prazo bem embalado aparentemente embalagem original parece produto usado possuindo riscos parte inferior ( fotos ). toda maneira funciona bem útil tarefas dia dia possui espaço guardar plug usb próprio mouse fácil instalação vem pilha ( tamanho comum - AA palito - AAA ). Atualização ( 20 / jan / 22 ): Após 8 meses compra mouse começou apresentar problemas botão rolagem 
9627,alcance mouse curto Literalmente funciona lado computador 
9628,Mouse bem Leve precisoEdit menos 4 meses botão rolagem parou funcionar 
9629,controle botão / roda acesso leitura extremamente sensitivo responde eficientemente comando rotação dedo Pra ler pagina ne internet preciso mudar cursor vagarosamente gostei mouse caracteristica funcionamento soubesse dessa forma opera comprado 
9630,bom porém bom conforto pegada 
9631,mim 1 90m mouse extremamente desconfortável tamanho pequeno impreciso encaixa direito mão mão pequena acredito boa compra 
9632,bolinha rolar quebrou menos ano rola tela precisão ruim pq funcionalidade uso 
9633,capinha receptor Bluetooth saiu mao puxei porta USB 
9634,fundo vem arranhando sido usado antes 
9635,menos 2 meses parando funcionar 
9636,mouse propõe ser compacto nisso ótimo mouse pequeno mouse fácil utilização transporte mouse jogos vai usar mouse todo dia horas seguidas tempo ocorre problema rodinha scroll fica quase impossível descer subir páginas pois comando inverte todo tempo ( limpeza ). problema scroll comum amigos existem tutoriais internet tentando resolver porém problema volta poucos dias ótimo mouse questão consumo energia usei pouco ano nunca trocar pilha fim bom mouse usa pouco caso use tempo recomendo investir pouco mouse melhor 
9637,Mouse bem fraquinho comprei achei proximo compactos comprei algumas vezes mesma marca Construção bem barata leve demais conforto deslisar bem ruim ja trocar bateria ja veio meio descarregada come bateria ... durou 2 3 semanas apenas Esperava 1 ano uso antes ter trocar 
9638,mouse mediano comum porem valor ofertado outros pouco melhor 
9639,Gostei demais Tá servindo bastante rápido 
9640,usa mouse grande vai estranhar achei pouco razoável preço geral recomendo achei péssima transportadora fez entrega !!! antes correios 
9641,trabalhar Autocad preciso geral desempenho razoável levando conta preço produto 
9642,vezes deixa responder delay grande 
9643,relação entrega zero reclamações antes previsto produto usado desde dia 13 / 04 produto satisfeito necessidades ( home office / EAD ). mouse robusto confortável manipular rápido reclamação mouse veio USADO várias marcas uso borrachinhas embaixo mancha pequena parte cima denuncia previamente usado Além disso mouse veio ligado dentro caixa vou pedir devolução reembolso devido burocracia deixo aqui alerta deseja comprar produto 
9644,Precidão baixa 
9645,Produto chegou antes prazo bem embalado aparentemente embalagem original parece produto usado possuindo riscos parte inferior ( fotos ). toda maneira funciona bem útil tarefas dia dia possui espaço guardar plug usb próprio mouse fácil instalação vem pilha ( tamanho comum - AA palito - AAA ). Atualização ( 20 / jan / 22 ): Após 8 meses compra mouse começou apresentar problemas botão rolagem 
9646,"mãos grandes acaba ficando tempo mãos "" concha "" mouse estreito demais uso Word Excel Ok recomendaria uso tratamento imagens qualquer outro exija segurar mouse tempo prolongado Click falha algumas vezes chega irritar "
9647,Gostei Recomendo 
9648,mouse Logitech porém fio passou geração geração mãe peguei devido durabilidade dar bobeira comprar fio atendesse melhor infelicidade ter mesma durabilidade fazem apenas 8 meses agora funciona cursor apenas clique rolagem funcionam Vi site produtos marca 2 anos garantia caso comprado site marca preciso resolver marca vendeu Espero Amazon resolva problema passe insatisfação fabricante 
9649,bom 
9650,linha particularmente gosto bastante dessa vez embalagem veio lacrada cola comumente gente vê produtos logitech parte cima presa grampo mouse veio sujo parte baixo toda arranhada evidenciando usada devolvi porque preciso demais 
9651,conheço produto uso modelo marca trabalhar Apesar funcionar estar bom estado produto usado desaforo frustrante 
9652,mim 1 90m mouse extremamente desconfortável tamanho pequeno impreciso encaixa direito mão mão pequena acredito boa compra 
9653,preço esperar muita coisa Mouse bem pequeno ( esperava ) chegou marcas uso 
9654,"Sempre gostei Mouses Logitech produto apresenta marcas borrachinhas parte inferior Desconfio realmente novo iniciar uso apresentando barulho alto scroll barulhos chatos "" falta lubrificação "" algo tipo "
9655,conheço produto uso modelo marca trabalhar Apesar funcionar estar bom estado produto usado desaforo frustrante 
9656,Particularmente mouse comprado sozinho agradou Sensibilidade ruim alguns legs dificuldade ajustar cliques duplos pequeno aparentemente frágil etc Entretanto comprei kit mouse fazia parte conjunto surpresa nenhum problemas encontrados mouse adquirido encontrado kit peso parece maior sei tirei sorte grande unidade geral modelos avulsos fazem parte kit 
9657,Gostei demais Tá servindo bastante rápido 
9658,Trava aguenta muita configuração 
9659,Gostei Recomendo 
9660,Produto veio marcas uso embora lacrado amigo postou umas fotos comentários aconteceu comigo 
9661,Bom dia dia possui defeito fábrica onde scroll dá problemas rolar páginas dar zoom ( adquiri 3 desses modelos ocorreu mesma coisa ) após 1 ano uso 
9662,Fragil 
9663,atendeu adequadamente clique falha vezes muita latência sinal ( faz cursor atrase ). design bom adequado mão material bom fato ter borracha deixa higiênico 
9664,"encaixa bem mão cliques altos "" secos "", porém precisão boa pro dia dia "
9665,controle botão / roda acesso leitura extremamente sensitivo responde eficientemente comando rotação dedo Pra ler pagina ne internet preciso mudar cursor vagarosamente gostei mouse caracteristica funcionamento soubesse dessa forma opera comprado 
9666,Fragil 
9667,produto adequado uso diário boa ergonomia peso Quero destacar foco uso softwares exigem precisão fazer traços linhas desenhos AutoCad jogar jogos tiro mouse recomendado possui imprecisão grande arrastá - lo horizontalmente percebe - consegue permanecer linha reta cursor faz percurso ondulado tempo resposta deixa desejar 
9668,bom 
9669,preço esperar muita coisa Mouse bem pequeno ( esperava ) chegou marcas uso 
9670,dois meses uso parou funcionar 
9671,precisando mouse bem baratinho pra quebrar galho ai 
9672,comprei 2 mouses desse dois apresentaram problema alguns meses uso scroll ( roda rolagem ) apresenta defeito roda baixo aleatoriamente vai cima vice - versa irrita bastante 
9673,controle botão / roda acesso leitura extremamente sensitivo responde eficientemente comando rotação dedo Pra ler pagina ne internet preciso mudar cursor vagarosamente gostei mouse caracteristica funcionamento soubesse dessa forma opera comprado 
9674,precisando mouse bem baratinho pra quebrar galho ai 
9675,relação entrega zero reclamações antes previsto produto usado desde dia 13 / 04 produto satisfeito necessidades ( home office / EAD ). mouse robusto confortável manipular rápido reclamação mouse veio USADO várias marcas uso borrachinhas embaixo mancha pequena parte cima denuncia previamente usado Além disso mouse veio ligado dentro caixa vou pedir devolução reembolso devido burocracia deixo aqui alerta deseja comprar produto 
9676,Trava aguenta muita configuração 
9677,bom 
9678,mouse veio pendrive DISPOSITIVO VEIO INCOMPLETO 
9679,Gostei demais Tá servindo bastante rápido 
9680,fundo vem arranhando sido usado antes 
9681,Mouse barato entrada Atende básico básico Bateria dura Loca guardar conector Achei leve pequeno mão scroll funciona bem Muitas vezes inverte direção rolagem 3 desses todos apresentaram defeito assistência técnica Logitec espetacular Funciona bem pois primeiro adquiri deu problema mandaram novo Ótimo atendimento 
9682,Trava aguenta muita configuração 
9683,Comprei mouse novembro menos ano uso defeito scroll Imaginei pudesse ser pilha defeito persistiu 
9684,soubesse tão impreciso dependesse tanto ter superfície SUPER regular funcionar forma minimamente aceitável comprado outro mouse Achei tratar Logitech sofreria imprecisões pena 
9685,Mouse pequenoNão sei causa ergonomia precisão ruim Então pra jogos aplicativos precisam desenhar vai clicar opção botão direito muitas vezes clico opção desejava ... 
9686,Mouse bem Leve precisoEdit menos 4 meses botão rolagem parou funcionar 
9687,produto acabou chegar informado outras avaliações possui marcas borracha embaixo produto sido utilizado novo 
9688,Comprei mouse enviado produto lugar Solicitei substituição deixa ser transtorno produto correto enviado porém chegou defeito LED funcionando pai entende assunto quis solicitar troca novo arrumou 🤷‍♀️ 
9689,fundo vem arranhando sido usado antes 
9690,Comprei mouse enviado produto lugar Solicitei substituição deixa ser transtorno produto correto enviado porém chegou defeito LED funcionando pai entende assunto quis solicitar troca novo arrumou 🤷‍♀️ 
9691,alcance mouse curto Literalmente funciona lado computador 
9692,comprei 2 mouses desse dois apresentaram problema alguns meses uso scroll ( roda rolagem ) apresenta defeito roda baixo aleatoriamente vai cima vice - versa irrita bastante 
9693,Gostei Recomendo 
9694,mouse bom SCROLL ( rodinha passa página cima baixo ) funciona bem página fica agarrando meio caminho precisa girar vezes chegar topo fim página bug página específica pois continua acontecendo independente site 
9695,relação entrega zero reclamações antes previsto produto usado desde dia 13 / 04 produto satisfeito necessidades ( home office / EAD ). mouse robusto confortável manipular rápido reclamação mouse veio USADO várias marcas uso borrachinhas embaixo mancha pequena parte cima denuncia previamente usado Além disso mouse veio ligado dentro caixa vou pedir devolução reembolso devido burocracia deixo aqui alerta deseja comprar produto 
9696,bom custo benefício uso dia dia tamanho diminuto incomoda acaba cansando mão Bom deseja portabilidade 
9697,bom porém bom conforto pegada 
9698,produto bom usar gostei simplicidade mouse tamanho Porém após apenas 1 ano meio uso regular diário botão esquerdo parou funcionar Infelizmente vou ter tentar outro modelo agora ver dura :( 
9699,mouse bom SCROLL ( rodinha passa página cima baixo ) funciona bem página fica agarrando meio caminho precisa girar vezes chegar topo fim página bug página específica pois continua acontecendo independente site 
9700,Gostei Recomendo 
9701,Produto funcionou perfeitamente pilha nova 
9702,mouse veio pendrive DISPOSITIVO VEIO INCOMPLETO 
9703,produto veio regulagem sensor pouco desregulada mouse confortável Pra mim faz diferença detalhistas pode ser atrapalhe bastante 
9704,soubesse tão impreciso dependesse tanto ter superfície SUPER regular funcionar forma minimamente aceitável comprado outro mouse Achei tratar Logitech sofreria imprecisões pena 
9705,Trava aguenta muita configuração 
9706,poucos meses rodinha mouse parou funcionar Péssimo investimento 
9707,mouse bom porém segundo compro marca primeiro parou funcionar scrool 2 meses agora veio marcas uso Manterei produto certeza comprarei desta marca 
9708,Comprei mouse novembro menos ano uso defeito scroll Imaginei pudesse ser pilha defeito persistiu 
9709,Gostei demais Tá servindo bastante rápido 
9710,Comprei mouse novembro menos ano uso defeito scroll Imaginei pudesse ser pilha defeito persistiu 
9711,produto entrega promete porém achei som clique ruim 
9712,usa mouse grande vai estranhar achei pouco razoável preço geral recomendo achei péssima transportadora fez entrega !!! antes correios 
9713,"mãos grandes acaba ficando tempo mãos "" concha "" mouse estreito demais uso Word Excel Ok recomendaria uso tratamento imagens qualquer outro exija segurar mouse tempo prolongado Click falha algumas vezes chega irritar "
9714,precisando mouse bem baratinho pra quebrar galho ai 
9715,Produto boa qualidade entregador costume jogar encomendas garagem certa altura pode acabar danificando produtos mim adquiridos Onde pode fazer tipo reclamação ? 
9716,"encaixa bem mão cliques altos "" secos "", porém precisão boa pro dia dia "
9717,conheço produto uso modelo marca trabalhar Apesar funcionar estar bom estado produto usado desaforo frustrante 
9718,Mouse pequenoNão sei causa ergonomia precisão ruim Então pra jogos aplicativos precisam desenhar vai clicar opção botão direito muitas vezes clico opção desejava ... 
9719,menos 2 meses parando funcionar 
9720,mouse veio pendrive DISPOSITIVO VEIO INCOMPLETO 
9721,Bom dia dia possui defeito fábrica onde scroll dá problemas rolar páginas dar zoom ( adquiri 3 desses modelos ocorreu mesma coisa ) após 1 ano uso 
9722,linha particularmente gosto bastante dessa vez embalagem veio lacrada cola comumente gente vê produtos logitech parte cima presa grampo mouse veio sujo parte baixo toda arranhada evidenciando usada devolvi porque preciso demais 
9723,Produto chegou riscado precisando entrei pedido devolução vale preço 
9724,conheço produto uso modelo marca trabalhar Apesar funcionar estar bom estado produto usado desaforo frustrante 
9725,mouse veio pendrive DISPOSITIVO VEIO INCOMPLETO 
9726,linha particularmente gosto bastante dessa vez embalagem veio lacrada cola comumente gente vê produtos logitech parte cima presa grampo mouse veio sujo parte baixo toda arranhada evidenciando usada devolvi porque preciso demais 
9727,mouse bom SCROLL ( rodinha passa página cima baixo ) funciona bem página fica agarrando meio caminho precisa girar vezes chegar topo fim página bug página específica pois continua acontecendo independente site 
9728,atendeu adequadamente clique falha vezes muita latência sinal ( faz cursor atrase ). design bom adequado mão material bom fato ter borracha deixa higiênico 
9729,bom porém bom conforto pegada 
9730,comprei 2 mouses desse dois apresentaram problema alguns meses uso scroll ( roda rolagem ) apresenta defeito roda baixo aleatoriamente vai cima vice - versa irrita bastante 
9731,mim 1 90m mouse extremamente desconfortável tamanho pequeno impreciso encaixa direito mão mão pequena acredito boa compra 
9732,Tirei pedido irmã gostou apesar produto apresentar bom nível precisão 
9733,produto bom usar gostei simplicidade mouse tamanho Porém após apenas 1 ano meio uso regular diário botão esquerdo parou funcionar Infelizmente vou ter tentar outro modelo agora ver dura :( 
9734,Mouse barato entrada Atende básico básico Bateria dura Loca guardar conector Achei leve pequeno mão scroll funciona bem Muitas vezes inverte direção rolagem 3 desses todos apresentaram defeito assistência técnica Logitec espetacular Funciona bem pois primeiro adquiri deu problema mandaram novo Ótimo atendimento 
9735,Fragil 
9736,precisando mouse bem baratinho pra quebrar galho ai 
9737,trabalhar Autocad preciso geral desempenho razoável levando conta preço produto 
9738,Gostei demais Tá servindo bastante rápido 
9739,Bom dia dia possui defeito fábrica onde scroll dá problemas rolar páginas dar zoom ( adquiri 3 desses modelos ocorreu mesma coisa ) após 1 ano uso 
9740,M170 mudei M280 pois achei último ergonômico macio mim além ter indicador bateria dia dia recomendo M280 uso esporádico M170 serve bem longa duração bateria botões acho tão sensíveis diferença pro M280 pra ambidestro 
9741,dois meses uso parou funcionar 
9742,Precidão baixa 
9743,linha particularmente gosto bastante dessa vez embalagem veio lacrada cola comumente gente vê produtos logitech parte cima presa grampo mouse veio sujo parte baixo toda arranhada evidenciando usada devolvi porque preciso demais 
9744,preço esperar muita coisa Mouse bem pequeno ( esperava ) chegou marcas uso 
9745,Mouse bem fraquinho comprei achei proximo compactos comprei algumas vezes mesma marca Construção bem barata leve demais conforto deslisar bem ruim ja trocar bateria ja veio meio descarregada come bateria ... durou 2 3 semanas apenas Esperava 1 ano uso antes ter trocar 
9746,conheço produto uso modelo marca trabalhar Apesar funcionar estar bom estado produto usado desaforo frustrante 
9747,menos 2 meses parando funcionar 
9748,Trava aguenta muita configuração 
9749,atendeu adequadamente clique falha vezes muita latência sinal ( faz cursor atrase ). design bom adequado mão material bom fato ter borracha deixa higiênico 
9750,Tirei pedido irmã gostou apesar produto apresentar bom nível precisão 
9751,vezes deixa responder delay grande 
9752,Produto chegou antes prazo bem embalado aparentemente embalagem original parece produto usado possuindo riscos parte inferior ( fotos ). toda maneira funciona bem útil tarefas dia dia possui espaço guardar plug usb próprio mouse fácil instalação vem pilha ( tamanho comum - AA palito - AAA ). Atualização ( 20 / jan / 22 ): Após 8 meses compra mouse começou apresentar problemas botão rolagem 
9753,mouse bom porém segundo compro marca primeiro parou funcionar scrool 2 meses agora veio marcas uso Manterei produto certeza comprarei desta marca 
9754,Achei satisfeitorio nada ruim vale pena 
9755,recomendo troca pilha constante começa falhar 
9756,Comprei mouse novembro menos ano uso defeito scroll Imaginei pudesse ser pilha defeito persistiu 
9757,Comprei produto exatamente 01 ano então funcionou perfeitamente porém completar 10 meses uso scroll parou funcionar Nunca caiu chão cheguei trocar pilha assim funciona Sendo assim deseja algo durável recomendo produto 
9758,usa mouse grande vai estranhar achei pouco razoável preço geral recomendo achei péssima transportadora fez entrega !!! antes correios 
9759,mim 1 90m mouse extremamente desconfortável tamanho pequeno impreciso encaixa direito mão mão pequena acredito boa compra 
9760,Particularmente mouse comprado sozinho agradou Sensibilidade ruim alguns legs dificuldade ajustar cliques duplos pequeno aparentemente frágil etc Entretanto comprei kit mouse fazia parte conjunto surpresa nenhum problemas encontrados mouse adquirido encontrado kit peso parece maior sei tirei sorte grande unidade geral modelos avulsos fazem parte kit 
9761,Produto chegou antes prazo bem embalado aparentemente embalagem original parece produto usado possuindo riscos parte inferior ( fotos ). toda maneira funciona bem útil tarefas dia dia possui espaço guardar plug usb próprio mouse fácil instalação vem pilha ( tamanho comum - AA palito - AAA ). Atualização ( 20 / jan / 22 ): Após 8 meses compra mouse começou apresentar problemas botão rolagem 
9762,Achei satisfeitorio nada ruim vale pena 
9763,mouse propõe ser compacto nisso ótimo mouse pequeno mouse fácil utilização transporte mouse jogos vai usar mouse todo dia horas seguidas tempo ocorre problema rodinha scroll fica quase impossível descer subir páginas pois comando inverte todo tempo ( limpeza ). problema scroll comum amigos existem tutoriais internet tentando resolver porém problema volta poucos dias ótimo mouse questão consumo energia usei pouco ano nunca trocar pilha fim bom mouse usa pouco caso use tempo recomendo investir pouco mouse melhor 
9764,Mouse barato entrada Atende básico básico Bateria dura Loca guardar conector Achei leve pequeno mão scroll funciona bem Muitas vezes inverte direção rolagem 3 desses todos apresentaram defeito assistência técnica Logitec espetacular Funciona bem pois primeiro adquiri deu problema mandaram novo Ótimo atendimento 
9765,"Sempre gostei Mouses Logitech produto apresenta marcas borrachinhas parte inferior Desconfio realmente novo iniciar uso apresentando barulho alto scroll barulhos chatos "" falta lubrificação "" algo tipo "
9766,relação entrega zero reclamações antes previsto produto usado desde dia 13 / 04 produto satisfeito necessidades ( home office / EAD ). mouse robusto confortável manipular rápido reclamação mouse veio USADO várias marcas uso borrachinhas embaixo mancha pequena parte cima denuncia previamente usado Além disso mouse veio ligado dentro caixa vou pedir devolução reembolso devido burocracia deixo aqui alerta deseja comprar produto 
9767,produto adequado uso diário boa ergonomia peso Quero destacar foco uso softwares exigem precisão fazer traços linhas desenhos AutoCad jogar jogos tiro mouse recomendado possui imprecisão grande arrastá - lo horizontalmente percebe - consegue permanecer linha reta cursor faz percurso ondulado tempo resposta deixa desejar 
9768,gostei some mão Nada ergonômico 
9769,bom custo benefício uso dia dia tamanho diminuto incomoda acaba cansando mão Bom deseja portabilidade 
9770,bom porém bom conforto pegada 
9771,mouse mediano comum porem valor ofertado outros pouco melhor 
9772,mouse bom porém segundo compro marca primeiro parou funcionar scrool 2 meses agora veio marcas uso Manterei produto certeza comprarei desta marca 
9773,mouse veio pendrive DISPOSITIVO VEIO INCOMPLETO 
9774,Bom dia dia possui defeito fábrica onde scroll dá problemas rolar páginas dar zoom ( adquiri 3 desses modelos ocorreu mesma coisa ) após 1 ano uso 
9775,alcance mouse curto Literalmente funciona lado computador 
9776,Mouse pequenoNão sei causa ergonomia precisão ruim Então pra jogos aplicativos precisam desenhar vai clicar opção botão direito muitas vezes clico opção desejava ... 
9777,Produto chegou riscado precisando entrei pedido devolução vale preço 
9778,atendeu adequadamente clique falha vezes muita latência sinal ( faz cursor atrase ). design bom adequado mão material bom fato ter borracha deixa higiênico 
9779,Precidão baixa 
9780,Comprei mouse enviado produto lugar Solicitei substituição deixa ser transtorno produto correto enviado porém chegou defeito LED funcionando pai entende assunto quis solicitar troca novo arrumou 🤷‍♀️ 
9781,Caraca mouse ruim clica dá arrasto lado poxa logitech utilizo produtos anos mouse pior mouse fita isolante porque caiu chão … gostei 
9782,"encaixa bem mão cliques altos "" secos "", porém precisão boa pro dia dia "
9783,produto veio regulagem sensor pouco desregulada mouse confortável Pra mim faz diferença detalhistas pode ser atrapalhe bastante 
9784,Mouse veio arranhados fundo parece usado bonito bom mãos pequenas entretanto pouco preciso 
9785,bom 
9786,"Sempre gostei Mouses Logitech produto apresenta marcas borrachinhas parte inferior Desconfio realmente novo iniciar uso apresentando barulho alto scroll barulhos chatos "" falta lubrificação "" algo tipo "
9787,Bom custo - benefício porém scroll estragou menos 1 ano uso razoável 
9788,Produto chegou riscado precisando entrei pedido devolução vale preço 
9789,alcance mouse curto Literalmente funciona lado computador 
9790,Produto chegou antes prazo bem embalado aparentemente embalagem original parece produto usado possuindo riscos parte inferior ( fotos ). toda maneira funciona bem útil tarefas dia dia possui espaço guardar plug usb próprio mouse fácil instalação vem pilha ( tamanho comum - AA palito - AAA ). Atualização ( 20 / jan / 22 ): Após 8 meses compra mouse começou apresentar problemas botão rolagem 
9791,Mouse pequenoNão sei causa ergonomia precisão ruim Então pra jogos aplicativos precisam desenhar vai clicar opção botão direito muitas vezes clico opção desejava ... 
9792,Produto chegou riscado precisando entrei pedido devolução vale preço 
9793,bom 
9794,Mouse veio arranhados fundo parece usado bonito bom mãos pequenas entretanto pouco preciso 
9795,relação entrega zero reclamações antes previsto produto usado desde dia 13 / 04 produto satisfeito necessidades ( home office / EAD ). mouse robusto confortável manipular rápido reclamação mouse veio USADO várias marcas uso borrachinhas embaixo mancha pequena parte cima denuncia previamente usado Além disso mouse veio ligado dentro caixa vou pedir devolução reembolso devido burocracia deixo aqui alerta deseja comprar produto 
9796,Fácil conectar usar porém pequeno levar detalhe hora compra 
9797,Mouse bem Leve precisoEdit menos 4 meses botão rolagem parou funcionar 
9798,mouse propõe ser compacto nisso ótimo mouse pequeno mouse fácil utilização transporte mouse jogos vai usar mouse todo dia horas seguidas tempo ocorre problema rodinha scroll fica quase impossível descer subir páginas pois comando inverte todo tempo ( limpeza ). problema scroll comum amigos existem tutoriais internet tentando resolver porém problema volta poucos dias ótimo mouse questão consumo energia usei pouco ano nunca trocar pilha fim bom mouse usa pouco caso use tempo recomendo investir pouco mouse melhor 
9799,bom custo benefício uso dia dia tamanho diminuto incomoda acaba cansando mão Bom deseja portabilidade 
9800,controle botão / roda acesso leitura extremamente sensitivo responde eficientemente comando rotação dedo Pra ler pagina ne internet preciso mudar cursor vagarosamente gostei mouse caracteristica funcionamento soubesse dessa forma opera comprado 
